activity,confidence,timestamp,phone_lat,phone_long
Walking,98,Thu Oct 28 20:59:32 GMT+02:00 2021,55.826739,9.862406
Walking,98,Thu Oct 28 20:59:35 GMT+02:00 2021,55.8267455,9.862344
Walking,98,Thu Oct 28 20:59:39 GMT+02:00 2021,55.8267623,9.8622629
Walking,98,Thu Oct 28 20:59:42 GMT+02:00 2021,55.8267705,9.8621778
Walking,98,Thu Oct 28 20:59:46 GMT+02:00 2021,55.8267618,9.862121
Walking,98,Thu Oct 28 20:59:49 GMT+02:00 2021,55.8267203,9.8621082
Walking,98,Thu Oct 28 20:59:52 GMT+02:00 2021,55.8266751,9.8621195
Walking,98,Thu Oct 28 20:59:56 GMT+02:00 2021,55.8266235,9.8621542
Walking,98,Thu Oct 28 20:59:59 GMT+02:00 2021,55.8265825,9.8621625
Walking,98,Thu Oct 28 21:00:03 GMT+02:00 2021,55.8265292,9.862164
Walking,98,Thu Oct 28 21:00:06 GMT+02:00 2021,55.8264906,9.8621606
Walking,98,Thu Oct 28 21:00:09 GMT+02:00 2021,55.826448,9.8621635
Walking,98,Thu Oct 28 21:00:12 GMT+02:00 2021,55.8264046,9.862152
Walking,97,Thu Oct 28 21:00:16 GMT+02:00 2021,55.8263695,9.8621085
Walking,97,Thu Oct 28 21:00:19 GMT+02:00 2021,55.8263398,9.8620748
Walking,98,Thu Oct 28 21:00:22 GMT+02:00 2021,55.8262979,9.8620363
Walking,98,Thu Oct 28 21:00:26 GMT+02:00 2021,55.8262633,9.8620189
Walking,98,Thu Oct 28 21:00:30 GMT+02:00 2021,55.8262173,9.8620287
Walking,98,Thu Oct 28 21:00:33 GMT+02:00 2021,55.8261748,9.8620143
Walking,98,Thu Oct 28 21:00:36 GMT+02:00 2021,55.8261366,9.862001
Walking,97,Thu Oct 28 21:00:40 GMT+02:00 2021,55.8260873,9.8619738
Walking,97,Thu Oct 28 21:00:43 GMT+02:00 2021,55.8260467,9.8619802
Walking,98,Thu Oct 28 21:00:47 GMT+02:00 2021,55.8259982,9.8619733
Walking,98,Thu Oct 28 21:00:51 GMT+02:00 2021,55.8259627,9.8619583
Walking,98,Thu Oct 28 21:00:54 GMT+02:00 2021,55.8259169,9.8619284
Walking,98,Thu Oct 28 21:00:58 GMT+02:00 2021,55.8258648,9.8619073
Walking,98,Thu Oct 28 21:01:01 GMT+02:00 2021,55.825833,9.8618985
Walking,98,Thu Oct 28 21:01:05 GMT+02:00 2021,55.8257953,9.861872
Walking,98,Thu Oct 28 21:01:08 GMT+02:00 2021,55.8257617,9.8618619
Walking,98,Thu Oct 28 21:01:11 GMT+02:00 2021,55.8257256,9.8618754
Walking,98,Thu Oct 28 21:01:15 GMT+02:00 2021,55.8256871,9.8618589
Walking,98,Thu Oct 28 21:01:19 GMT+02:00 2021,55.8256504,9.8618217
Walking,98,Thu Oct 28 21:01:22 GMT+02:00 2021,55.8256247,9.8618006
Walking,98,Thu Oct 28 21:01:26 GMT+02:00 2021,55.825582,9.861774
Walking,98,Thu Oct 28 21:01:29 GMT+02:00 2021,55.8255392,9.8617468
Walking,98,Thu Oct 28 21:01:33 GMT+02:00 2021,55.8254866,9.86172
Walking,98,Thu Oct 28 21:01:37 GMT+02:00 2021,55.8254476,9.8616855
Walking,98,Thu Oct 28 21:01:40 GMT+02:00 2021,55.8254224,9.8616546
Walking,98,Thu Oct 28 21:01:43 GMT+02:00 2021,55.8253803,9.8616527
Walking,97,Thu Oct 28 21:01:46 GMT+02:00 2021,55.8253435,9.8616382
Walking,97,Thu Oct 28 21:01:49 GMT+02:00 2021,55.8253039,9.8616091
Walking,97,Thu Oct 28 21:01:53 GMT+02:00 2021,55.8252749,9.8615388
Walking,97,Thu Oct 28 21:01:57 GMT+02:00 2021,55.8252317,9.8614947
Walking,98,Thu Oct 28 21:02:00 GMT+02:00 2021,55.8251971,9.8614559
Walking,98,Thu Oct 28 21:02:03 GMT+02:00 2021,55.8251599,9.8614519
Walking,98,Thu Oct 28 21:02:07 GMT+02:00 2021,55.8251264,9.861473
Walking,98,Thu Oct 28 21:02:10 GMT+02:00 2021,55.8251034,9.861506
Walking,98,Thu Oct 28 21:02:13 GMT+02:00 2021,55.8250819,9.8615543
Walking,98,Thu Oct 28 21:02:16 GMT+02:00 2021,55.8250571,9.8615985
Walking,98,Thu Oct 28 21:02:20 GMT+02:00 2021,55.8250286,9.8616527
Walking,98,Thu Oct 28 21:02:23 GMT+02:00 2021,55.8249883,9.8617231
Walking,97,Thu Oct 28 21:02:27 GMT+02:00 2021,55.8249592,9.8617852
Walking,97,Thu Oct 28 21:02:30 GMT+02:00 2021,55.8249355,9.8618513
Walking,98,Thu Oct 28 21:02:33 GMT+02:00 2021,55.8249068,9.861943
Walking,98,Thu Oct 28 21:02:37 GMT+02:00 2021,55.8248974,9.8620132
Walking,98,Thu Oct 28 21:02:40 GMT+02:00 2021,55.8248947,9.8620931
Walking,98,Thu Oct 28 21:02:43 GMT+02:00 2021,55.8249109,9.8621831
Walking,98,Thu Oct 28 21:02:47 GMT+02:00 2021,55.8249267,9.8622587
Walking,98,Thu Oct 28 21:02:50 GMT+02:00 2021,55.8249437,9.8623183
Walking,98,Thu Oct 28 21:02:53 GMT+02:00 2021,55.824964,9.8623789
Walking,98,Thu Oct 28 21:02:57 GMT+02:00 2021,55.8249894,9.862466
Walking,98,Thu Oct 28 21:03:00 GMT+02:00 2021,55.8250117,9.8625414
Walking,97,Thu Oct 28 21:03:04 GMT+02:00 2021,55.825043,9.8626106
Walking,97,Thu Oct 28 21:03:07 GMT+02:00 2021,55.8250604,9.862663
Walking,98,Thu Oct 28 21:03:11 GMT+02:00 2021,55.8250894,9.8627217
Walking,98,Thu Oct 28 21:03:14 GMT+02:00 2021,55.8251068,9.8627872
Walking,97,Thu Oct 28 21:03:17 GMT+02:00 2021,55.8251243,9.8628499
Walking,97,Thu Oct 28 21:03:21 GMT+02:00 2021,55.8251445,9.8629134
Walking,97,Thu Oct 28 21:03:24 GMT+02:00 2021,55.8251662,9.8629795
Walking,98,Thu Oct 28 21:03:27 GMT+02:00 2021,55.8251837,9.8630387
Walking,98,Thu Oct 28 21:03:31 GMT+02:00 2021,55.8252093,9.8631032
Walking,98,Thu Oct 28 21:03:34 GMT+02:00 2021,55.8252287,9.8631927
Walking,98,Thu Oct 28 21:03:37 GMT+02:00 2021,55.825225,9.8632315
Walking,98,Thu Oct 28 21:03:40 GMT+02:00 2021,55.825244,9.863299
Walking,98,Thu Oct 28 21:03:43 GMT+02:00 2021,55.8252532,9.863368
Walking,98,Thu Oct 28 21:03:47 GMT+02:00 2021,55.8252595,9.8634498
Walking,98,Thu Oct 28 21:03:50 GMT+02:00 2021,55.8252756,9.8635257
Walking,98,Thu Oct 28 21:03:53 GMT+02:00 2021,55.8252965,9.8635884
Walking,98,Thu Oct 28 21:03:56 GMT+02:00 2021,55.8253249,9.8636345
Walking,98,Thu Oct 28 21:03:59 GMT+02:00 2021,55.8253627,9.8635929
Walking,98,Thu Oct 28 21:04:03 GMT+02:00 2021,55.8253936,9.8635499
Walking,98,Thu Oct 28 21:04:06 GMT+02:00 2021,55.8254282,9.8635058
Walking,98,Thu Oct 28 21:04:10 GMT+02:00 2021,55.8254684,9.8634798
Walking,98,Thu Oct 28 21:04:13 GMT+02:00 2021,55.8254854,9.8634834
Walking,98,Thu Oct 28 21:04:16 GMT+02:00 2021,55.8255281,9.8634385
Walking,98,Thu Oct 28 21:04:20 GMT+02:00 2021,55.8255767,9.863406
Walking,98,Thu Oct 28 21:04:23 GMT+02:00 2021,55.8256136,9.8634077
Walking,98,Thu Oct 28 21:04:27 GMT+02:00 2021,55.825646,9.8634609
Walking,98,Thu Oct 28 21:04:30 GMT+02:00 2021,55.8256787,9.8635335
Walking,98,Thu Oct 28 21:04:33 GMT+02:00 2021,55.825702,9.8635792
Walking,98,Thu Oct 28 21:04:36 GMT+02:00 2021,55.825735,9.8636393
Walking,98,Thu Oct 28 21:04:39 GMT+02:00 2021,55.8257584,9.8637168
Walking,98,Thu Oct 28 21:04:43 GMT+02:00 2021,55.825779,9.8637771
Walking,98,Thu Oct 28 21:04:46 GMT+02:00 2021,55.8258017,9.8638335
Walking,98,Thu Oct 28 21:04:49 GMT+02:00 2021,55.8258221,9.8639092
Walking,98,Thu Oct 28 21:04:53 GMT+02:00 2021,55.8258421,9.8639718
Walking,97,Thu Oct 28 21:04:56 GMT+02:00 2021,55.8258531,9.8640355
Walking,97,Thu Oct 28 21:05:00 GMT+02:00 2021,55.8258716,9.8641265
Walking,97,Thu Oct 28 21:05:03 GMT+02:00 2021,55.8258853,9.8641894
Walking,97,Thu Oct 28 21:05:06 GMT+02:00 2021,55.8258753,9.8642756
Walking,97,Thu Oct 28 21:05:10 GMT+02:00 2021,55.8259003,9.8643565
Walking,98,Thu Oct 28 21:05:13 GMT+02:00 2021,55.825923,9.8644141
Walking,98,Thu Oct 28 21:05:17 GMT+02:00 2021,55.8259484,9.8644993
Walking,98,Thu Oct 28 21:05:20 GMT+02:00 2021,55.8259634,9.8645669
Walking,98,Thu Oct 28 21:05:24 GMT+02:00 2021,55.8259833,9.8646427
Walking,98,Thu Oct 28 21:05:28 GMT+02:00 2021,55.8259998,9.8647217
Walking,98,Thu Oct 28 21:05:31 GMT+02:00 2021,55.8260039,9.8647878
Walking,97,Thu Oct 28 21:05:35 GMT+02:00 2021,55.826031,9.8648657
Walking,97,Thu Oct 28 21:05:38 GMT+02:00 2021,55.8260514,9.864911
Walking,98,Thu Oct 28 21:05:41 GMT+02:00 2021,55.8260888,9.864974
Walking,98,Thu Oct 28 21:05:45 GMT+02:00 2021,55.8261297,9.8650201
Walking,98,Thu Oct 28 21:05:48 GMT+02:00 2021,55.826161,9.8650416
Walking,97,Thu Oct 28 21:05:51 GMT+02:00 2021,55.8262019,9.8650799
Walking,97,Thu Oct 28 21:05:55 GMT+02:00 2021,55.8262399,9.8651203
Walking,98,Thu Oct 28 21:05:58 GMT+02:00 2021,55.826263,9.8651834
Walking,98,Thu Oct 28 21:06:02 GMT+02:00 2021,55.826266,9.8652831
Walking,98,Thu Oct 28 21:06:05 GMT+02:00 2021,55.8262665,9.8653713
Walking,98,Thu Oct 28 21:06:08 GMT+02:00 2021,55.8262589,9.8654489
Walking,98,Thu Oct 28 21:06:12 GMT+02:00 2021,55.8262582,9.8655404
Walking,98,Thu Oct 28 21:06:15 GMT+02:00 2021,55.8262603,9.8656182
Walking,98,Thu Oct 28 21:06:18 GMT+02:00 2021,55.8262574,9.8656905
Walking,98,Thu Oct 28 21:06:21 GMT+02:00 2021,55.8262567,9.8657795
Walking,98,Thu Oct 28 21:06:25 GMT+02:00 2021,55.8262216,9.8657901
Walking,98,Thu Oct 28 21:06:29 GMT+02:00 2021,55.826169,9.8657748
Walking,98,Thu Oct 28 21:06:32 GMT+02:00 2021,55.8261296,9.8657301
Walking,98,Thu Oct 28 21:06:35 GMT+02:00 2021,55.8261033,9.8656799
Walking,98,Thu Oct 28 21:06:39 GMT+02:00 2021,55.8260547,9.8656362
Walking,98,Thu Oct 28 21:06:42 GMT+02:00 2021,55.8260049,9.865583
Walking,98,Thu Oct 28 21:06:46 GMT+02:00 2021,55.8259511,9.865543
Walking,98,Thu Oct 28 21:06:49 GMT+02:00 2021,55.8259044,9.8655068
Walking,98,Thu Oct 28 21:06:53 GMT+02:00 2021,55.8258613,9.8654592
Walking,98,Thu Oct 28 21:06:57 GMT+02:00 2021,55.8258171,9.8654149
Walking,98,Thu Oct 28 21:07:00 GMT+02:00 2021,55.8257877,9.8653607
Walking,98,Thu Oct 28 21:07:04 GMT+02:00 2021,55.8257537,9.8652905
Walking,98,Thu Oct 28 21:07:07 GMT+02:00 2021,55.8257354,9.865235
Walking,98,Thu Oct 28 21:07:10 GMT+02:00 2021,55.8257168,9.8651655
Walking,98,Thu Oct 28 21:07:13 GMT+02:00 2021,55.8257178,9.8650895
Walking,98,Thu Oct 28 21:07:17 GMT+02:00 2021,55.825714,9.8650137
Walking,98,Thu Oct 28 21:07:20 GMT+02:00 2021,55.8256852,9.8649503
Tilting,100,Thu Oct 28 21:07:23 GMT+02:00 2021,55.8256427,9.864807
Tilting,100,Thu Oct 28 21:07:27 GMT+02:00 2021,55.8255968,9.8646646
Tilting,100,Thu Oct 28 21:07:30 GMT+02:00 2021,55.8255681,9.8645591
Tilting,100,Thu Oct 28 21:07:33 GMT+02:00 2021,55.8255369,9.8644508
Tilting,100,Thu Oct 28 21:07:36 GMT+02:00 2021,55.8254902,9.8643022
Tilting,100,Thu Oct 28 21:07:40 GMT+02:00 2021,55.8254423,9.8641232
Tilting,100,Thu Oct 28 21:07:43 GMT+02:00 2021,55.8254137,9.8639552
Tilting,100,Thu Oct 28 21:07:46 GMT+02:00 2021,55.8253775,9.8638063
Tilting,100,Thu Oct 28 21:07:50 GMT+02:00 2021,55.8253377,9.8636494
Tilting,100,Thu Oct 28 21:07:53 GMT+02:00 2021,55.8252728,9.863544
Tilting,100,Thu Oct 28 21:07:56 GMT+02:00 2021,55.8252196,9.8635571
Tilting,100,Thu Oct 28 21:07:59 GMT+02:00 2021,55.8251712,9.8636254
Tilting,100,Thu Oct 28 21:08:02 GMT+02:00 2021,55.8251128,9.8636859
Tilting,100,Thu Oct 28 21:08:06 GMT+02:00 2021,55.8250525,9.8637338
Tilting,100,Thu Oct 28 21:08:09 GMT+02:00 2021,55.8250221,9.863825
Tilting,100,Thu Oct 28 21:08:12 GMT+02:00 2021,55.8250147,9.8639558
Tilting,100,Thu Oct 28 21:08:16 GMT+02:00 2021,55.825019,9.8640879
Walking,86,Thu Oct 28 21:08:19 GMT+02:00 2021,55.8250446,9.8641918
Walking,86,Thu Oct 28 21:08:22 GMT+02:00 2021,55.8250527,9.8643026
Walking,86,Thu Oct 28 21:08:26 GMT+02:00 2021,55.825036,9.8644229
Tilting,100,Thu Oct 28 21:08:29 GMT+02:00 2021,55.825001,9.8644739
Tilting,100,Thu Oct 28 21:08:32 GMT+02:00 2021,55.8249846,9.8644703
Tilting,100,Thu Oct 28 21:08:35 GMT+02:00 2021,55.8249761,9.864498
Walking,93,Thu Oct 28 21:08:39 GMT+02:00 2021,55.8249706,9.8645474
Walking,93,Thu Oct 28 21:08:43 GMT+02:00 2021,55.8249909,9.864514
Walking,93,Thu Oct 28 21:08:47 GMT+02:00 2021,55.8250027,9.8644631
Walking,93,Thu Oct 28 21:08:50 GMT+02:00 2021,55.8250125,9.864434
Tilting,100,Thu Oct 28 21:08:53 GMT+02:00 2021,55.8250156,9.8644373
Tilting,100,Thu Oct 28 21:08:57 GMT+02:00 2021,55.8250163,9.8644467
Tilting,100,Thu Oct 28 21:09:00 GMT+02:00 2021,55.8250286,9.8644506
Tilting,100,Thu Oct 28 21:09:03 GMT+02:00 2021,55.8250304,9.8644511
Tilting,100,Thu Oct 28 21:09:06 GMT+02:00 2021,55.8250308,9.8644513
Tilting,100,Thu Oct 28 21:09:10 GMT+02:00 2021,55.8250308,9.8644513
Tilting,100,Thu Oct 28 21:09:13 GMT+02:00 2021,55.8250308,9.8644513
In_Vehicle,88,Thu Oct 28 21:09:17 GMT+02:00 2021,55.8250896,9.8644096
In_Vehicle,88,Thu Oct 28 21:09:21 GMT+02:00 2021,55.8252086,9.8645771
In_Vehicle,88,Thu Oct 28 21:09:25 GMT+02:00 2021,55.8252761,9.8649454
In_Vehicle,92,Thu Oct 28 21:09:29 GMT+02:00 2021,55.8253847,9.8653661
In_Vehicle,92,Thu Oct 28 21:09:33 GMT+02:00 2021,55.8255074,9.865845
In_Vehicle,92,Thu Oct 28 21:09:36 GMT+02:00 2021,55.825606,9.866132
In_Vehicle,92,Thu Oct 28 21:09:39 GMT+02:00 2021,55.8257531,9.8663565
In_Vehicle,92,Thu Oct 28 21:09:43 GMT+02:00 2021,55.8259887,9.8666812
In_Vehicle,92,Thu Oct 28 21:09:46 GMT+02:00 2021,55.8261389,9.866942
In_Vehicle,92,Thu Oct 28 21:09:49 GMT+02:00 2021,55.8263177,9.8670906
Tilting,100,Thu Oct 28 21:09:53 GMT+02:00 2021,55.8264895,9.8670177
Tilting,100,Thu Oct 28 21:09:57 GMT+02:00 2021,55.8265247,9.8665723
Tilting,100,Thu Oct 28 21:10:01 GMT+02:00 2021,55.8265612,9.8660621
Tilting,100,Thu Oct 28 21:10:05 GMT+02:00 2021,55.8266501,9.8658885
Tilting,100,Thu Oct 28 21:10:08 GMT+02:00 2021,55.8267801,9.8660036
Tilting,100,Thu Oct 28 21:10:12 GMT+02:00 2021,55.8270391,9.8661446
Tilting,100,Thu Oct 28 21:10:15 GMT+02:00 2021,55.827184,9.8662353
Tilting,100,Thu Oct 28 21:10:18 GMT+02:00 2021,55.8272329,9.8663017
Tilting,100,Thu Oct 28 21:10:21 GMT+02:00 2021,55.8272408,9.8664153
Tilting,100,Thu Oct 28 21:10:25 GMT+02:00 2021,55.827207,9.8667686
Tilting,100,Thu Oct 28 21:10:28 GMT+02:00 2021,55.8271462,9.8671089
Tilting,100,Thu Oct 28 21:10:32 GMT+02:00 2021,55.8270784,9.8675914
Tilting,100,Thu Oct 28 21:10:36 GMT+02:00 2021,55.827259,9.8680873
Tilting,100,Thu Oct 28 21:10:39 GMT+02:00 2021,55.8274927,9.8684822
Tilting,100,Thu Oct 28 21:10:43 GMT+02:00 2021,55.827839,9.8690751
Tilting,100,Thu Oct 28 21:10:47 GMT+02:00 2021,55.8282361,9.8697547
In_Vehicle,86,Thu Oct 28 21:10:50 GMT+02:00 2021,55.8285475,9.8702795
In_Vehicle,86,Thu Oct 28 21:10:54 GMT+02:00 2021,55.8289556,9.8709735
In_Vehicle,86,Thu Oct 28 21:10:58 GMT+02:00 2021,55.829351,9.8716588
In_Vehicle,86,Thu Oct 28 21:11:02 GMT+02:00 2021,55.8297083,9.8722843
In_Vehicle,86,Thu Oct 28 21:11:06 GMT+02:00 2021,55.8299688,9.8729692
In_Vehicle,86,Thu Oct 28 21:11:09 GMT+02:00 2021,55.8301536,9.8735879
In_Vehicle,86,Thu Oct 28 21:11:13 GMT+02:00 2021,55.8302891,9.8745049
In_Vehicle,86,Thu Oct 28 21:11:17 GMT+02:00 2021,55.8304527,9.8753387
In_Vehicle,86,Thu Oct 28 21:11:21 GMT+02:00 2021,55.8308081,9.8758536
In_Vehicle,86,Thu Oct 28 21:11:24 GMT+02:00 2021,55.8311098,9.8761744
In_Vehicle,86,Thu Oct 28 21:11:28 GMT+02:00 2021,55.8314965,9.8767223
In_Vehicle,86,Thu Oct 28 21:11:32 GMT+02:00 2021,55.8319176,9.8771865
In_Vehicle,86,Thu Oct 28 21:11:35 GMT+02:00 2021,55.8322509,9.8774931
In_Vehicle,86,Thu Oct 28 21:11:39 GMT+02:00 2021,55.8327077,9.8779436
In_Vehicle,86,Thu Oct 28 21:11:43 GMT+02:00 2021,55.8331995,9.8784186
In_Vehicle,86,Thu Oct 28 21:11:47 GMT+02:00 2021,55.8336615,9.8788471
In_Vehicle,88,Thu Oct 28 21:11:50 GMT+02:00 2021,55.8340111,9.8791707
In_Vehicle,88,Thu Oct 28 21:11:53 GMT+02:00 2021,55.8343852,9.879485
In_Vehicle,96,Thu Oct 28 21:11:57 GMT+02:00 2021,55.8348978,9.8798467
In_Vehicle,96,Thu Oct 28 21:12:01 GMT+02:00 2021,55.835359,9.8801556
In_Vehicle,96,Thu Oct 28 21:12:04 GMT+02:00 2021,55.835497,9.880304
In_Vehicle,96,Thu Oct 28 21:12:07 GMT+02:00 2021,55.835546,9.8803297
In_Vehicle,88,Thu Oct 28 21:12:11 GMT+02:00 2021,55.8355331,9.8803398
In_Vehicle,88,Thu Oct 28 21:12:15 GMT+02:00 2021,55.8355322,9.8803405
In_Vehicle,88,Thu Oct 28 21:12:18 GMT+02:00 2021,55.835488,9.8802871
In_Vehicle,88,Thu Oct 28 21:12:22 GMT+02:00 2021,55.8352834,9.880125
In_Vehicle,88,Thu Oct 28 21:12:25 GMT+02:00 2021,55.8350837,9.8799534
In_Vehicle,88,Thu Oct 28 21:12:29 GMT+02:00 2021,55.8346712,9.8796194
In_Vehicle,89,Thu Oct 28 21:12:33 GMT+02:00 2021,55.8342817,9.8793061
In_Vehicle,89,Thu Oct 28 21:12:36 GMT+02:00 2021,55.8339413,9.8790189
In_Vehicle,89,Thu Oct 28 21:12:40 GMT+02:00 2021,55.8334718,9.8785886
In_Vehicle,89,Thu Oct 28 21:12:43 GMT+02:00 2021,55.8330928,9.8782317
In_Vehicle,92,Thu Oct 28 21:12:47 GMT+02:00 2021,55.8325936,9.8777427
In_Vehicle,92,Thu Oct 28 21:12:50 GMT+02:00 2021,55.832213,9.8773711
In_Vehicle,92,Thu Oct 28 21:12:53 GMT+02:00 2021,55.8318349,9.8770019
In_Vehicle,92,Thu Oct 28 21:12:56 GMT+02:00 2021,55.8314729,9.8765986
In_Vehicle,92,Thu Oct 28 21:13:00 GMT+02:00 2021,55.8310403,9.8759684
In_Vehicle,92,Thu Oct 28 21:13:03 GMT+02:00 2021,55.8307116,9.875613
In_Vehicle,92,Thu Oct 28 21:13:07 GMT+02:00 2021,55.8303674,9.8749126
In_Vehicle,92,Thu Oct 28 21:13:10 GMT+02:00 2021,55.8301766,9.8742286
In_Vehicle,92,Thu Oct 28 21:13:14 GMT+02:00 2021,55.8299482,9.8733301
In_Vehicle,92,Thu Oct 28 21:13:18 GMT+02:00 2021,55.8296938,9.8724674
In_Vehicle,88,Thu Oct 28 21:13:22 GMT+02:00 2021,55.8293701,9.8716901
In_Vehicle,88,Thu Oct 28 21:13:25 GMT+02:00 2021,55.8290918,9.8711539
In_Vehicle,88,Thu Oct 28 21:13:28 GMT+02:00 2021,55.8288069,9.8706298
In_Vehicle,88,Thu Oct 28 21:13:32 GMT+02:00 2021,55.8284211,9.869953
In_Vehicle,88,Thu Oct 28 21:13:36 GMT+02:00 2021,55.8280323,9.8692769
In_Vehicle,88,Thu Oct 28 21:13:39 GMT+02:00 2021,55.8277348,9.8687792
In_Vehicle,88,Thu Oct 28 21:13:42 GMT+02:00 2021,55.8274377,9.8682599
In_Vehicle,88,Thu Oct 28 21:13:46 GMT+02:00 2021,55.8270876,9.8676806
In_Vehicle,88,Thu Oct 28 21:13:50 GMT+02:00 2021,55.8270871,9.8671593
In_Vehicle,88,Thu Oct 28 21:13:54 GMT+02:00 2021,55.8271772,9.8665931
In_Vehicle,88,Thu Oct 28 21:13:58 GMT+02:00 2021,55.8272229,9.8661692
In_Vehicle,88,Thu Oct 28 21:14:01 GMT+02:00 2021,55.8270973,9.8660513
In_Vehicle,88,Thu Oct 28 21:14:04 GMT+02:00 2021,55.8268908,9.8660029
In_Vehicle,88,Thu Oct 28 21:14:08 GMT+02:00 2021,55.826615,9.8658882
In_Vehicle,88,Thu Oct 28 21:14:11 GMT+02:00 2021,55.826516,9.8660286
In_Vehicle,88,Thu Oct 28 21:14:14 GMT+02:00 2021,55.8264983,9.8664237
In_Vehicle,88,Thu Oct 28 21:14:18 GMT+02:00 2021,55.8264484,9.8670104
In_Vehicle,88,Thu Oct 28 21:14:21 GMT+02:00 2021,55.8263693,9.8671422
In_Vehicle,88,Thu Oct 28 21:14:25 GMT+02:00 2021,55.8261404,9.8669023
In_Vehicle,88,Thu Oct 28 21:14:28 GMT+02:00 2021,55.8259633,9.8665907
In_Vehicle,88,Thu Oct 28 21:14:32 GMT+02:00 2021,55.8257146,9.8662145
In_Vehicle,88,Thu Oct 28 21:14:35 GMT+02:00 2021,55.8255315,9.8659314
In_Vehicle,88,Thu Oct 28 21:14:38 GMT+02:00 2021,55.8254222,9.8655629
In_Vehicle,88,Thu Oct 28 21:14:42 GMT+02:00 2021,55.825291,9.8650168
In_Vehicle,88,Thu Oct 28 21:14:46 GMT+02:00 2021,55.8251484,9.8645692
In_Vehicle,88,Thu Oct 28 21:14:50 GMT+02:00 2021,55.8250757,9.8644034
In_Vehicle,88,Thu Oct 28 21:14:54 GMT+02:00 2021,55.8250644,9.8644128
In_Vehicle,88,Thu Oct 28 21:14:57 GMT+02:00 2021,55.8250369,9.8644452
In_Vehicle,88,Thu Oct 28 21:15:01 GMT+02:00 2021,55.8250359,9.8644473
